订单,活动,物料,工序短文本,标准值1,标准值2,标准值3
800000007242,0031,M0106-300959,BJ-DMU50C,0.242,0,0.783
800000007242,0035,M0106-300959,BJ-DMU50C,0.242,0,0.383
800000007243,0031,M0106-300959,BJ-DMU50C,0.242,0,0.783
800000007243,0035,M0106-300959,BJ-DMU50C,0.242,0,0.383
800000007244,0031,M0106-300959,BJ-DMU50C,0.242,0,0.783
800000007244,0035,M0106-300959,BJ-DMU50C,0.242,0,0.383
800000007245,0031,M0106-300959,BJ-DMU50C,0.242,0,0.783
800000007245,0035,M0106-300959,BJ-DMU50C,0.242,0,0.383
800000007245,5003,M0106-300959,BJ-DMU50C,0,0,1
800000007246,0031,M0106-300959,BJ-DMU50C,0.242,0,0.783
800000007246,0035,M0106-300959,BJ-DMU50C,0.242,0,0.383
800000007247,0031,M0106-300959,BJ-DMU50C,0.242,0,0.783
800000007247,0035,M0106-300959,BJ-DMU50C,0.242,0,0.383
400000000951,5000,M0106-300959,BJ-DMU50C,0,0,2
400000000968,0025,M0106-300959,BJ-DMU50C,0.400,0.200,0.300
400000000968,0030,M0106-300959,BJ-DMU50C,0.242,0,0.783
400000000968,0035,M0106-300959,BJ-DMU50C,0.242,0,0.383
400000000968,5000,M0106-300959,BJ-DMU50C,0,0,0.600
100000294079,0030,M0106-006444,BJ-DMU50C,0.450,0.250,0.163
100000306606,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000307297,5000,M0106-300638,BJ-DMU50C,0,0,1
100000307497,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000307498,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000319415,5006,M0106-008374,BJ-DMU50C,0.300,0,0.700
100000322599,0350,M0106-005035,BJ-DMU50C,0.050,0.192,0.932
100000322599,0355,M0106-005035,BJ-DMU50C,0.383,0.342,0.614
100000322697,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000322698,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000322724,0350,M0106-005035,BJ-DMU50C,0.050,0.192,0.932
100000322724,0355,M0106-005035,BJ-DMU50C,0.383,0.342,0.614
100000328441,5003,M0101-101474,BJ-DMU50C,0.500,0,0.300
100000338871,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000339027,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000339033,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000339048,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000339049,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
800000008543,0050,M0106-005516,BJ-DMU50C,0.450,0.475,0.883
100000347488,5002,M0106-005179,BJ-DMU50C,0.500,0.200,0.800
100000347531,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000347540,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000347582,5012,M0106-005179,BJ-DMU50C,0,0.200,4
100000347592,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000347782,0030,M0106-006444,BJ-DMU50C,0.417,0.250,0.247
100000347791,5003,M0101-101474,BJ-DMU50C,0.500,0,0.300
100000347793,5003,M0101-101474,BJ-DMU50C,0.500,0,0.300
100000347795,5003,M0101-101474,BJ-DMU50C,0.500,0,0.300
100000347800,0057,M0106-005179,BJ-DMU50C,0.308,0.217,0.100
100000348207,5000,M0101-0970,BJ-DMU50C,0,0.300,0.500
100000348281,5003,M0101-101474,BJ-DMU50C,0.500,0,0.300
100000353470,5002,M0102-2944,BJ-DMU50C,0,0.200,1
100000353481,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000360323,5008,M0101-0970,BJ-DMU50C,0,0,0.500
100000360369,5010,M0101-0970,BJ-DMU50C,0,0.200,0.400
100000360387,0010,M0106-011969,BJ-DMU50C,0.550,0.250,0.420
100000360390,0010,M0106-011969,BJ-DMU50C,0.550,0.250,0.420
100000360391,0010,M0106-011969,BJ-DMU50C,0.550,0.250,0.420
100000360418,0118,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000360418,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000360482,5001,M0101-0970,BJ-DMU50C,0,0.200,0.500
100000365899,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000365901,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000366713,0350,M0106-005035,BJ-DMU50C,0.050,0.192,0.932
100000366713,0355,M0106-005035,BJ-DMU50C,0.383,0.342,0.614
100000366835,0255,M0209-300135,BJ-DMU50C,0.370,0.333,0.016
100000366843,0040,M0209-300133,BJ-DMU50C,0.500,0.200,0.200
100000366905,0030,M0106-006444,BJ-DMU50C,0.417,0.250,0.247
100000367644,0030,M0106-006444,BJ-DMU50C,0.417,0.250,0.247
100000369526,5000,M0106-301271,BJ-DMU50C,0,0.300,0.500
100000371582,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000371634,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000371644,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000371784,0005,M0106-011693,BJ-DMU50C,0.100,0.183,0.041
100000371784,0010,M0106-011693,BJ-DMU50C,0.100,0.200,0.474
100000371784,0015,M0106-011693,BJ-DMU50C,0.100,0.200,0.087
100000371939,5003,M0101-101474,BJ-DMU50C,0.500,0,0.300
100000387623,0030,M0106-006444,BJ-DMU50C,0.450,0.250,0.163
100000387624,0030,M0106-006444,BJ-DMU50C,0.450,0.250,0.163
100000388033,0010,M0106-011969,BJ-DMU50C,0.550,0.250,0.420
100000388207,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000388208,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
800000009505,0015,M0201-301179,BJ-DMU50C,0.400,0.100,21
800000009505,0020,M0201-301179,BJ-DMU50C,0.400,0.200,14
800000009505,5001,M0201-301179,BJ-DMU50C,0,0,6
800000009505,5003,M0201-301179,BJ-DMU50C,0,0,6
800000009505,5005,M0201-301179,BJ-DMU50C,0.400,0.200,14
800000009505,5007,M0201-301179,BJ-DMU50C,0.500,0.500,2
800000010058,5001,M0101-108793,BJ-DMU50C,0.167,0.300,0.245
100000399848,0300,M0106-301698,BJ-DMU50C,0.050,0.150,0.141
100000399848,5004,M0106-301698,BJ-DMU50C,0.300,0.300,1
100000399848,5006,M0106-301698,BJ-DMU50C,0,0,0.500
800000010157,0050,M0106-005516,BJ-DMU50C,0.450,0.475,0.883
100000414367,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000414367,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000414367,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
800000010307,5012,M0101-5994,BJ-DMU50C,0.500,0,0.600
800000010307,5013,M0101-5994,BJ-DMU50C,0.600,0,0.500
100000422281,0425,M0106-301772,BJ-DMU50C,1.017,0,0.739
100000422281,0430,M0106-301772,BJ-DMU50C,0.600,0,0.759
100000422281,5000,M0106-301772,BJ-DMU50C,0,0.200,1.200
100000422284,0425,M0106-301772,BJ-DMU50C,1.017,0,0.739
100000422284,0430,M0106-301772,BJ-DMU50C,0.600,0,0.759
100000427397,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000427397,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000427397,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
800000010452,5001,M0201-301604,BJ-DMU50C,0.200,0,0.300
100000430833,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000430833,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000430833,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000430836,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000430836,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000430836,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000430842,0030,M0106-006444,BJ-DMU50C,0.450,0.250,0.163
100000430922,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000430922,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000430922,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000430970,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000430970,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000430970,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000430973,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000430973,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000430973,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000430995,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000430995,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000430995,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000430996,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000430996,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000430996,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000430997,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000430997,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000430997,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000431107,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000431107,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000431107,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000437879,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000437879,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000437879,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000437973,0010,M0101-7936,BJ-DMU50C,0.450,0.150,0.615
100000450025,0020,M0106-007778,BJ-DMU50C,0,0,0.445
100000455898,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000456068,0109,M0106-009629,BJ-DMU50C,0.800,0.200,0.200
100000465234,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000465234,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000465234,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000466213,0015,M0106-005689,BJ-DMU50C,0.400,0.167,1.800
100000466213,5001,M0106-005689,BJ-DMU50C,0.200,0.500,0.300
100000469488,5000,M0106-302240,BJ-DMU50C,0,0.500,0.200
100000473934,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000473937,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000473941,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000474024,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000474026,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000474028,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000474113,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000485325,0210,M0101-6018,BJ-DMU50C,0.517,0.100,0.429
100000485325,0215,M0101-6018,BJ-DMU50C,0.517,0.100,0.609
100000485325,0220,M0101-6018,BJ-DMU50C,0.517,0.100,0.600
100000487882,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000487883,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000487884,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000487914,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000502105,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000502105,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000502148,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000502148,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000502178,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000502178,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000502482,5000,M0106-300644,BJ-DMU50C,0.500,0,0.500
100000507859,5002,M0101-3483,BJ-DMU50C,0.500,0,0.200
100000518037,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000518525,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000519174,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000519451,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000519542,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000519579,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000519806,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000520073,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000520125,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000520193,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000520193,0021,M0106-001078,BJ-DMU50C,0.500,0.200,0.030
100000521094,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000521278,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000521405,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000521550,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000521710,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000521861,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000521969,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522092,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522094,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522173,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522320,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522346,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522410,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522431,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522583,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522765,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522776,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522985,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000522994,0020,M0106-001078,BJ-DMU50C,0.500,0.450,0.050
100000532015,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532015,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000532016,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532016,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000532048,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532048,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000532049,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532049,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000532050,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532050,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000532051,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532051,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000532110,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532110,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000532113,0008,M0106-001078,BJ-DMU50C,0.500,0,0.400
100000532146,0040,M0209-300133,BJ-DMU50C,0.500,0.200,0.200
100000532181,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532181,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000532182,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532182,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000532183,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532183,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000532184,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532184,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000532185,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000532185,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000533517,0625,M0106-302305,BJ-DMU50C,0.600,2.200,3.800
800000012636,0008,M0106-001078,BJ-DMU50C,0.500,0.100,0.400
800000012637,0008,M0106-001078,BJ-DMU50C,0.500,0.100,0.400
800000012638,0008,M0106-001078,BJ-DMU50C,0.500,0.100,0.400
800000012639,0008,M0106-001078,BJ-DMU50C,0.500,0.100,0.400
800000012640,0008,M0106-001078,BJ-DMU50C,0.500,0.100,0.400
800000012641,0008,M0106-001078,BJ-DMU50C,0.500,0.100,0.400
800000012642,0008,M0106-001078,BJ-DMU50C,0.500,0.100,0.400
800000012643,0008,M0106-001078,BJ-DMU50C,0.500,0.100,0.400
800000012644,0008,M0106-001078,BJ-DMU50C,0.500,0.100,0.400
100000537686,0050,M0106-005516,BJ-DMU50C,0.450,0.475,0.883
100000540257,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000540257,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000540449,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000540449,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000546403,5003,M0101-6018,BJ-DMU50C,0,0.200,1
100000546406,5003,M0101-6018,BJ-DMU50C,0,0.200,1
100000546407,5003,M0101-6018,BJ-DMU50C,0,0.200,1
100000546463,5003,M0101-6018,BJ-DMU50C,0,0.200,1
100000546491,5003,M0101-6018,BJ-DMU50C,0,0.200,1
100000546520,5003,M0101-6018,BJ-DMU50C,0,0.200,1
100000546526,5003,M0101-6018,BJ-DMU50C,0,0.200,1
100000546527,5003,M0101-6018,BJ-DMU50C,0,0.200,1
100000550033,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000550033,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000550034,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000550034,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000550035,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000550035,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000550476,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000550476,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000562003,0030,M0106-302551,BJ-DMU50C,1,0.200,8
100000573395,0025,M0202-2794,BJ-DMU50C,0,0,0.765
100000574046,5001,M0106-302723,BJ-DMU50C,0,0.200,1
100000597877,0025,M0202-2794,BJ-DMU50C,0,0,0.765
100000597952,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000598028,0025,M0202-2794,BJ-DMU50C,0,0,0.765
100000598067,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000598068,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000598069,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
800000014160,0050,M0106-303127,BJ-DMU50C,0,0,0
100000622335,0415,M0106-011961,BJ-DMU50C,0.050,0.350,2.655
100000625756,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000625756,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629521,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629521,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629522,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629522,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629523,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629523,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629524,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629524,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629525,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629525,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629526,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629526,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629527,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629527,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629549,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629549,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629550,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629550,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629551,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629551,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629552,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629552,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629553,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629553,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629554,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629554,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629555,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629555,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629556,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629556,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629603,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629603,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629614,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629614,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629615,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629615,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629616,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629616,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000629666,0115,M0101-7234,BJ-DMU50C,0.417,0.208,1.093
100000629666,0120,M0101-7234,BJ-DMU50C,0.417,0.167,0.089
100000326410,0605,M0106-008861,BJ-DMU50C-FIU（北京）,0,0,1.880
100000326410,0610,M0106-008861,BJ-DMU50C-FIU（北京）,0,0,0.336
100000331931,0010,M0106-300430,BJ-DMU50C-FIU（北京）,0.050,0,0.300
100000331943,0010,M0106-300430,BJ-DMU50C-FIU（北京）,0.050,0,0.300
100000347800,0050,M0106-005179,BJ-DMU50C-FIU（北京）,0.833,0,0.451
100000347800,0055,M0106-005179,BJ-DMU50C-FIU（北京）,0.750,0,0.383
100000387563,0016,M0106-000844,BJ-DMU50C-FIU（北京）,0,0,46.812
100000422281,0420,M0106-301772,BJ-DMU50C-FIU（北京）,0.500,0.100,1.800
100000422281,5005,M0106-301772,BJ-DMU50C-FIU（北京）,0,0.200,0.500
100000422284,0420,M0106-301772,BJ-DMU50C-FIU（北京）,0.500,0,1.697
100000450227,0020,M0106-007778,BJ-DMU50C-FIU（北京）,0,0,0.445
100000450228,0020,M0106-007778,BJ-DMU50C-FIU（北京）,0,0,0.445
100000450229,0020,M0106-007778,BJ-DMU50C-FIU（北京）,0,0,0.445
100000450230,0020,M0106-007778,BJ-DMU50C-FIU（北京）,0,0,0.445
100000450231,0020,M0106-007778,BJ-DMU50C-FIU（北京）,0,0,0.445
100000450232,0020,M0106-007778,BJ-DMU50C-FIU（北京）,0,0,0.445
100000450233,0020,M0106-007778,BJ-DMU50C-FIU（北京）,0,0,0.445
100000450234,0020,M0106-007778,BJ-DMU50C-FIU（北京）,0,0,0.445
100000450235,0020,M0106-007778,BJ-DMU50C-FIU（北京）,0,0,0.445
100000485385,0020,M0106-007778,BJ-DMU50C-FIU（北京）,0,0,0.445
100000485386,0020,M0106-007778,BJ-DMU50C-FIU（北京）,0,0,0.445
